ID	RECEITA PREVISTA	PRECO MEDIO JAN	PRECO MEDIO FEV	PRECO MEDIO MAR	DISPO JAN	DISPO FEV	DISPO MAR
30168398	0.0	794.19	1000.0	1000.0	31	29	31
16584086	73000.0	1251.61	1386.21	1200.0	5	17	31
5083196	3600.0	362.9	384.48	350.0	27	29	31
38525095	8550.0	450.97	350.0	350.0	27	24	31
23309510	64473.0	1025.45	1241.38	1000.0	6	15	31
38919666	8900.0	720.0	769.66	720.0	26	29	31
22059222	35600.0	1564.52	1493.1	750.0	25	24	31
31559691	56860.0	1045.16	1024.14	450.0	11	22	31
35610231	282600.0	1800.0	1800.0	1800.0	0	0	0
4828196	31490.0	584.71	535.0	238.0	24	29	0
37655127	212700.0	1358.06	1451.72	1500.0	15	9	0
39756223	710.0	584.52	709.14	355.0	31	29	31
17600812	15900.0	779.03	750.0	750.0	29	29	31
13979019	45211.0	875.94	808.17	523.68	7	25	31
862171	125840.0	2574.19	2724.14	1687.74	16	28	22
382920	100100.0	1248.39	1327.59	787.1	9	14	27
14519117	22050.0	496.77	443.1	350.0	28	17	31
31095011	15080.0	907.74	737.93	470.0	31	29	31
20787755	0.0	635.81	500.0	500.0	31	29	31
20898918	9890.0	1209.48	903.79	900.97	21	29	31
29803260	18900.0	994.19	808.28	800.0	25	23	31
17430356	60022.0	766.9	618.97	400.0	0	0	28
13113327	36100.0	832.26	824.48	650.0	6	14	31
29280628	4700.0	781.29	627.59	388.71	29	29	31
28226289	114266.0	1033.68	1037.93	954.0	6	10	31
21325537	171800.0	3548.39	2862.07	1403.23	16	22	29
31282886	64700.0	454.84	400.0	400.0	8	13	0
14396337	49110.0	921.29	896.55	600.0	0	19	31
17119551	37410.0	758.06	762.07	448.39	19	9	10
17264662	12050.0	850.0	750.0	750.0	25	29	31
2058259	30770.0	729.03	620.69	424.19	24	0	31
11783790	50620.0	545.81	556.55	380.0	2	14	31
14773725	6000.0	9096.77	8655.17	5000.0	31	29	31
16990304	41709.0	584.19	457.41	370.0	1	12	25
29537045	24563.0	563.52	550.72	250.0	9	18	31
26277821	18850.0	406.45	425.86	303.23	9	27	31
28407303	93600.0	800.0	800.0	861.94	0	0	31
6860005	16100.0	566.13	527.59	350.0	27	17	31
16674539	22950.0	790.32	569.66	480.0	25	16	31
16954539	103170.0	1433.87	1467.24	802.9	28	1	0
24202995	38290.0	806.45	751.72	364.52	23	4	31
32068285	16550.0	479.35	365.52	350.0	8	24	31
34203865	190386.0	1789.29	1801.0	1801.0	18	1	0
23806784	109440.0	1841.94	1772.41	1106.45	6	11	31
37806801	9625.0	463.58	433.62	210.84	18	29	31
39578289	10800.0	548.39	593.1	316.13	15	29	31
20761374	30891.0	483.58	354.14	290.0	28	9	21
21259905	186000.0	2258.06	2137.93	1467.74	0	1	31
31085371	72300.0	2077.42	1720.69	843.55	11	21	31
32240806	33350.0	971.61	944.14	410.65	12	29	31
38155255	5712.0	535.16	520.69	260.0	19	29	31
30018366	10854948.0	9913.68	47167.93	96748.0	18	14	0
8479715	9780.0	479.03	461.03	400.0	25	29	31
18123697	38450.0	470.97	525.86	396.77	1	8	29
19542316	6489216.0	71917.55	37194.28	301.03	6	18	31
23777938	205000.0	4182.58	1021.72	772.32	7	29	31
38488099	9300.0	550.0	550.0	550.0	20	29	31
21816769	12500.0	675.81	610.34	453.23	26	29	31
25151890	218800.0	1264.52	1558.62	1200.0	9	1	0
3781812	39430.0	559.68	517.59	270.0	12	2	27
39300924	0.0	580.65	341.38	250.0	31	29	31
38343319	51755.0	1287.35	1021.72	772.32	11	22	31
38165295	0.0	800.0	781.03	500.0	31	29	31
35380067	24454.0	716.13	672.41	268.52	31	20	0
22629043	18715.0	716.13	601.72	150.0	27	29	25
39409422	16038.0	352.52	431.17	288.77	9	27	31
3503050	6394981.0	623.45	7523.55	100466.23	3	5	0
32545822	3349.0	552.26	520.69	260.29	31	29	20
36484904	43200.0	766.13	661.38	486.45	9	19	31
15323966	44982.0	986.52	1121.38	726.0	5	29	31
34201997	341543.0	3148.39	1800.0	1800.0	1	1	0
27287347	47270.0	965.48	877.59	448.06	3	29	31
39728669	11686.0	503.55	500.62	294.0	27	29	31
34711332	74300.0	2074.19	1720.69	838.71	14	20	31
36930878	54122.0	786.97	630.17	479.68	2	7	19
34780232	29850.0	603.23	668.97	300.0	16	17	16
8341066	42542.0	239.0	239.0	239.0	0	0	0
38694397	19880.0	1264.0	1584.86	1123.23	30	29	31
39545021	11768.0	458.74	433.62	210.84	20	29	31
31339078	155920.0	2167.74	1367.93	1200.0	12	13	16
35124027	33160.0	638.71	510.34	437.1	24	11	31
37736504	12882.0	953.19	1104.79	676.42	20	29	31
3820822	6380688.0	591.84	7233.34	100776.26	7	4	0
23611026	27620.0	469.35	556.9	304.84	21	29	1
26326737	677589.0	13005.32	677.41	332.0	27	29	31
459941	13790.0	816.77	750.0	650.0	26	29	31
37020048	5750.0	541.94	515.52	445.16	27	29	31
19890405	6688326.0	25413.03	40514.86	375.0	22	16	31
10433196	56782.0	319.0	319.0	319.0	0	0	0
20424253	5422308.0	47107.32	20621.24	18984.29	15	21	25
31389869	30100.0	458.71	492.41	345.0	29	29	15
16414821	82300.0	1033.87	967.24	743.55	8	28	22
39391076	12780.0	435.48	505.17	366.13	9	29	31
14762797	212602.0	2402.48	2329.97	1508.81	23	11	15
39816003	196660.0	1500.0	1500.0	1502.58	25	22	0
37370899	4250.0	704.84	541.38	391.94	31	29	21
32420036	9350.0	550.0	552.76	550.0	20	29	31
30307822	52700.0	529.03	639.66	450.0	3	13	0
23632178	13000.0	564.52	500.0	600.0	16	26	31
28438428	6322263.0	75046.65	37419.69	589.0	6	18	31
39026278	25390.0	427.1	356.21	300.0	2	11	31
38772752	80450.0	870.97	701.72	650.0	27	0	0
37685958	48600.0	2496.77	2400.0	1267.74	22	29	31
24445996	13850.0	638.71	751.72	500.0	27	29	31
2220886	9950.0	616.13	572.07	337.1	26	29	31
14614285	169255.0	2400.0	2790.07	986.16	5	22	31
21692678	4450.0	708.06	541.38	400.0	31	29	21
30169499	6100.0	359.68	290.0	250.0	25	18	31
20871556	11200.0	369.68	358.03	285.16	13	29	31
7850567	81016.0	3991.0	3371.86	2098.23	28	24	31
22464618	75234.0	730.65	627.59	580.32	20	22	1
33586450	17530.0	1400.0	1052.41	462.9	28	29	31
29010711	6720.0	611.29	604.83	500.0	25	29	31
16633066	42944.0	1297.06	836.14	659.0	14	13	31
18396189	83880.0	1225.81	1122.76	850.0	11	6	31
28600926	16390.0	220.32	289.31	131.94	8	17	8
37239575	2613384.0	56494.97	17397.24	439.0	13	23	31
29680715	64490.0	2091.61	2000.0	1661.29	20	22	31
39814394	26400.0	800.0	800.0	800.0	28	29	31
37585364	92050.0	1411.29	950.0	550.0	0	9	31
17148942	62400.0	600.0	600.0	600.0	27	1	0
39176295	9095436.0	43962.29	7177.21	96748.0	16	27	0
17550537	15000.0	417.42	455.69	339.0	8	20	31
39854593	81950.0	550.0	550.0	550.0	0	0	0
16399931	30524.0	806.45	777.59	425.81	20	29	28
16754448	41193.0	1240.42	1239.66	950.0	13	29	31
30129817	52578.0	1021.29	900.0	508.06	3	29	31
21602572	28240.0	517.42	414.48	320.0	5	19	31
39253813	3485658.0	53307.48	735.97	321.0	13	29	31
18791856	39000.0	780.65	770.69	450.0	5	29	31
21537168	17740.0	596.13	508.28	300.0	18	29	31
21311312	11250.0	922.58	811.03	490.0	27	29	31
30972766	65940.0	1133.87	1004.14	542.9	7	17	31
26254809	2516935.0	22440.9	825.0	439.0	23	29	31
38895567	15640.0	506.45	493.45	380.0	26	15	31
17157370	24540.0	475.48	598.07	541.94	16	29	31
39276102	2950.0	807.52	661.03	430.0	31	29	31
30818474	127890.0	1848.39	1586.21	4051.61	14	13	26
31647674	122558.0	741.16	815.52	801.61	5	4	1
16063974	20100.0	774.19	696.55	500.0	22	29	31
26326919	776808.0	22269.03	525.17	332.0	24	29	31
29201856	19100.0	774.19	803.45	700.0	30	29	31
31704381	1298.0	612.19	573.52	571.35	31	29	31
16113422	23400.0	535.48	500.0	290.0	22	29	31
27755647	61600.0	696.77	537.93	400.0	18	1	4
16122808	7500.0	750.0	750.0	400.0	27	29	31
15255621	12875.0	580.65	600.86	400.0	19	29	31
11198203	29870.0	1029.1	974.83	650.0	27	20	31
38982987	38570.0	278.39	210.0	210.0	2	0	0
5220868	52010.0	666.13	594.83	450.0	3	27	31
38071440	9950.0	982.26	850.0	800.0	29	29	31
899289	20730.0	845.16	652.07	490.0	26	13	31
38570354	20270.0	720.26	717.59	500.0	27	29	31
30442350	4375.0	473.55	415.52	400.0	28	29	31
30021926	194000.0	2241.94	1534.48	1500.0	26	0	0
27605278	6203021.0	65815.1	66945.38	546.0	9	8	24
16139808	57200.0	1706.45	1603.45	900.0	17	29	31
21075661	13023.0	401.06	418.62	308.03	8	29	31
37832316	57710.0	748.39	743.1	700.0	2	8	31
39124376	11900.0	484.84	393.79	380.0	22	22	31
15379378	82520.0	1912.9	1688.62	990.0	5	29	31
21147318	41371.0	800.39	722.31	478.84	13	12	31
37916280	15200.0	719.35	612.07	500.0	29	29	31
19542318	774348.0	12949.58	546.93	321.0	27	29	31
29780793	186600.0	1300.0	1300.0	1300.0	0	0	0
8287108	40374.0	838.71	750.0	422.58	9	28	31
22294290	32752.0	401.03	496.62	352.0	0	20	30
28198031	94850.0	2390.32	2155.17	2000.0	11	29	31
38570192	14215.0	541.29	549.66	400.0	29	29	31
23687259	30290.0	656.45	501.72	250.0	14	21	31
32100225	89850.0	650.0	650.0	650.0	0	0	0
39809239	3400.0	850.0	850.0	850.0	30	29	31
26358603	968101.0	13005.32	699.45	332.0	27	29	31
21538493	20710.0	273.87	205.17	250.0	8	0	31
382936	57500.0	812.9	855.17	400.0	5	9	20
9682789	11450.0	538.71	533.1	250.0	27	29	31
21657027	34070.0	1548.39	1250.0	650.0	25	23	31
34333888	269955.0	1800.0	1800.0	1800.0	0	0	0
29238594	30160.0	930.32	981.72	712.9	5	21	31
16400213	11590.0	675.81	739.66	422.58	25	29	31
39218340	69835.0	611.29	537.03	558.06	24	29	1
21261179	32400.0	900.0	1106.9	919.35	8	20	31
39795765	198900.0	1300.0	1300.0	1300.0	0	0	0
16780611	22770.0	446.77	496.55	400.0	5	28	31
21163135	12850.0	504.84	472.41	400.0	20	29	31
30463614	27600.0	1000.0	875.86	1000.0	28	12	31
4936246	40113.0	759.87	789.0	850.0	19	29	0
8210472	79350.0	2000.0	2000.0	2000.0	12	23	31
30154954	9450.0	323.87	317.24	280.0	12	29	31
16069840	39290.0	758.71	700.0	360.0	18	29	0
28711449	16080.0	392.26	322.07	320.0	2	22	31
33048099	120700.0	2032.26	1596.55	1138.71	11	13	31
31959169	8810.0	322.58	317.24	280.0	11	29	31
31232446	0.0	890.0	890.0	890.0	31	29	31
19542322	12059305.0	28960.29	83562.9	96748.0	21	3	0
10548049	63500.0	2225.81	2000.0	2000.0	20	22	31
19542326	193796.0	678.81	744.76	342.0	31	29	31
15820787	90100.0	1029.03	1024.14	700.0	31	0	31
19891646	9554599.0	26192.87	2553.24	96748.0	22	29	0
16306640	136100.0	2251.61	2351.72	1800.0	9	21	31
29458216	64689.0	740.58	599.0	599.0	31	1	0
29958900	9300.0	459.68	410.34	312.9	18	29	31
32174595	34290.0	538.39	481.72	366.13	2	19	14
9200498	93480.0	1903.23	1762.07	790.0	9	22	31
34720365	104000.0	1027.74	1000.0	1000.0	9	4	22
29608999	15300.0	377.74	385.52	300.0	7	25	31
32842215	60890.0	1351.61	1261.72	900.0	13	26	31
23642570	3000.0	427.74	400.69	400.0	28	29	31
22354158	15600.0	764.52	801.72	450.0	21	29	31
21500045	29980.0	757.74	796.21	389.0	14	29	31
30821883	26900.0	499.68	491.38	250.0	18	29	0
37860395	20550.0	572.58	532.76	350.0	6	21	31
29991428	7303822.0	830.0	892.34	87509.55	26	22	2
10961184	16840.0	591.29	491.38	319.58	25	15	31
23090657	9860.0	406.13	443.1	322.58	19	29	31
22663843	85200.0	600.0	600.0	600.0	0	0	0
