ID	RECEITA PREVISTA	PRECO MEDIO JAN	PRECO MEDIO FEV	PRECO MEDIO MAR	DISPO JAN	DISPO FEV	DISPO MAR
38460900	311280.0	4377.129032258068	5188.000000000001	5187.999999999999	31	0	26
10548049	63500.0	2225.806451612903	2000.0	1999.9999999999998	20	22	31
30154954	9450.0	323.87096774193566	317.24137931034477	280.00000000000006	12	29	31
8210472	79350.0	1999.9999999999998	2000.0	1999.9999999999998	12	23	31
19542326	193796.0	678.8064516129026	744.758620689655	342.0000000000002	31	29	31
15820787	90100.0	1029.0322580645154	1024.1379310344832	700.0000000000002	31	0	31
19891646	9554599.0	26192.870967741925	2553.241379310344	96748.00000000004	22	29	0
16069840	39290.0	758.7096774193553	700.0	360.00000000000017	18	29	0
16306640	136100.0	2251.612903225806	2351.7241379310344	1799.9999999999986	9	21	31
31959169	8810.0	322.5806451612905	317.24137931034477	280.00000000000006	11	29	31
34720365	104000.0	1027.741935483871	1000.0	999.9999999999999	9	4	22
29958900	9300.0	459.6774193548384	410.34482758620703	312.9032258064517	18	29	31
28279162	28600.0	1251.612903225807	1200.0	503.22580645161315	29	29	7
9200498	93480.0	1903.2258064516143	1762.068965517241	790.0000000000003	9	22	31
31339078	155920.0	2167.7419354838707	1367.9310344827586	1200.0000000000005	12	13	16
26326737	677589.0	13005.322580645154	677.413793103448	331.9999999999999	27	29	31
37736504	12882.0	953.1935483870963	1104.7931034482758	676.4193548387099	20	29	31
38351280	17400.0	610.3225806451608	521.7241379310346	379.99999999999983	24	22	31
3820822	6380688.0	591.8387096774194	7233.344827586207	100776.25806451606	7	4	0
37832316	57710.0	748.3870967741939	743.1034482758621	700.0000000000002	2	8	31
459941	12170.0	816.7741935483876	750.0	650.0000000000006	26	29	31
7850567	81016.0	3991.0000000000036	3371.8620689655177	2098.225806451612	28	24	31
33586450	17530.0	1400.0	1052.413793103448	465.48387096774206	28	29	31
20871556	11200.0	369.6774193548385	358.03448275862064	285.1612903225807	13	29	31
29010711	6720.0	611.2903225806456	604.8275862068967	499.99999999999994	25	29	31
37239575	2613384.0	56494.96774193549	17397.241379310326	439.0000000000002	13	23	31
18396189	83880.0	1225.8064516129034	1122.7586206896556	849.9999999999995	11	6	31
16633066	42944.0	1297.0645161290329	836.137931034483	658.9999999999999	14	13	31
22464618	75234.0	730.6451612903229	627.5862068965519	580.3225806451612	20	22	1
39814394	27200.0	799.9999999999994	800.0000000000003	799.9999999999994	28	29	31
28600926	16390.0	220.32258064516128	289.31034482758616	131.93548387096772	8	17	8
29680715	64490.0	2091.6129032258063	2000.0	1661.2903225806465	20	22	31
17148942	62400.0	600.0000000000002	600.0	600.0000000000002	27	1	0
17550537	15000.0	417.4193548387096	455.6896551724139	339.0	8	20	31
39176295	9095436.0	43962.290322580666	7177.206896551725	96748.00000000004	16	27	0
30129817	52578.0	1021.2903225806458	899.9999999999998	508.0645161290322	3	29	31
16399931	30524.0	806.4516129032263	777.5862068965514	425.8064516129029	20	29	28
37585364	92050.0	1411.2903225806451	950.0	550.0000000000001	0	9	31
21602572	28240.0	517.4193548387096	414.4827586206899	319.9999999999999	5	19	31
39253813	3485658.0	53307.48387096776	735.9655172413794	321.00000000000006	13	29	31
30972766	65940.0	1133.8709677419354	1004.1379310344827	542.9032258064515	7	17	31
21537168	17740.0	596.1290322580644	508.2758620689654	300.0000000000001	18	29	31
21311312	11250.0	922.5806451612897	811.0344827586207	490.0000000000001	27	29	31
18791856	39000.0	780.6451612903229	770.6896551724135	449.99999999999966	5	29	31
16754448	41193.0	1240.41935483871	1239.6551724137928	949.9999999999997	13	29	31
26254809	2516935.0	22440.90322580644	825.0	439.0000000000002	23	29	31
2064487	27130.0	630.3225806451612	649.9999999999998	720.0000000000003	27	0	31
36551746	0.0	5983.61290322581	5778.620689655172	5412.000000000002	31	29	31
6692604	62400.0	600.0000000000002	600.0	600.0000000000002	0	13	31
38845699	25500.0	769.3548387096779	668.9655172413793	600.0000000000002	31	29	31
32385791	2042.0	792.2580645161296	662.5517241379309	389.0000000000002	31	29	31
27501630	42200.0	308.06451612903237	315.5172413793103	300.0000000000001	2	29	0
10923661	48800.0	696.7741935483874	500.0	350.0000000000001	22	1	0
2308539	42500.0	2429.032258064516	2243.4482758620684	1929.0322580645154	26	29	31
34994845	165300.0	4838.709677419353	5379.310344827589	4258.064516129032	19	28	31
22613037	44430.0	2338.709677419355	2300.0	2412.9032258064512	28	21	31
32540637	41460.0	1846.4516129032268	1631.3793103448274	1425.0000000000007	27	29	31
23996713	4900.0	608.0645161290324	462.06896551724134	399.9999999999997	28	29	31
25454572	21750.0	562.9032258064518	500.0	449.99999999999966	9	29	31
10707436	7040.0	785.4838709677415	800.0000000000003	159.99999999999994	28	29	31
7703961	136530.0	2027.4193548387102	2156.8965517241377	1500.000000000001	27	29	0
22609935	16380.0	807.0967741935482	821.3793103448274	779.9999999999999	30	29	31
15444156	8400.0	903.5483870967734	720.6896551724135	659.9999999999999	25	29	31
22528422	54720.0	926.7741935483867	922.413793103448	490.0000000000001	0	16	31
30562586	9870.0	653.2258064516134	667.2413793103445	553.2258064516132	21	29	31
19245360	98820.0	748.3870967741939	720.6896551724135	613.5483870967746	0	0	0
37943735	59850.0	491.9354838709677	500.0	451.6129032258064	0	0	0
23642570	3000.0	427.74193548387063	400.68965517241395	399.9999999999997	28	29	31
22354158	15600.0	764.5161290322584	801.7241379310341	449.99999999999966	21	29	31
32842215	60890.0	1351.6129032258066	1261.724137931034	899.9999999999993	13	26	31
32174595	34290.0	538.3870967741937	481.72413793103453	366.1290322580647	2	19	14
21500045	29980.0	757.7419354838707	796.2068965517245	389.0000000000002	14	29	31
29991428	7303822.0	829.9999999999997	892.3448275862065	87509.54838709682	26	22	2
30821883	26900.0	499.67741935483883	491.3793103448275	249.99999999999997	18	29	0
22663843	85200.0	600.0000000000002	600.0	600.0000000000002	0	0	0
28431519	9500.0	698.3870967741938	700.0	280.00000000000006	28	29	31
37860395	16850.0	572.5806451612902	532.7586206896553	350.0000000000001	7	29	31
5153438	22040.0	435.48387096774155	418.6206896551724	374.1935483870968	19	20	31
16108749	19000.0	499.99999999999994	500.0	499.99999999999994	8	22	31
28078291	66400.0	1474.1935483870982	1396.5517241379305	1100.0000000000002	16	24	31
39549549	4000.0	567.7419354838712	460.34482758620715	399.9999999999997	26	29	31
23090657	9860.0	406.1290322580643	443.1034482758621	322.5806451612905	19	29	31
21383140	79790.0	2249.354838709678	2405.8620689655177	1689.9999999999998	31	29	0
25477095	55850.0	603.0645161290324	636.2068965517242	403.2258064516128	0	0	30
37020048	5750.0	541.9354838709678	515.5172413793103	445.16129032258027	27	29	31
19890405	6688326.0	25413.032258064493	40514.86206896553	375.0000000000002	22	16	31
39124376	11550.0	484.8387096774192	393.793103448276	379.99999999999983	22	22	31
31389869	30100.0	446.45161290322557	487.24137931034477	344.99999999999994	29	29	15
21147318	41371.0	800.3870967741939	722.3103448275862	478.83870967741944	13	12	31
37916280	15200.0	719.3548387096777	612.0689655172413	499.99999999999994	29	29	31
29780793	186600.0	1300.0000000000011	1299.9999999999995	1300.0000000000011	0	0	0
38895567	15640.0	506.45161290322545	493.44827586206907	379.99999999999983	26	15	31
19542318	774348.0	12949.580645161284	546.9310344827588	321.00000000000006	27	29	31
22294290	32752.0	401.0322580645165	496.6206896551724	352.00000000000017	0	20	30
39809239	3400.0	849.9999999999995	849.9999999999997	849.9999999999995	30	29	31
28198031	94850.0	2390.322580645163	2155.172413793104	1999.9999999999998	11	29	31
38570192	14215.0	541.2903225806456	549.6551724137933	399.9999999999997	29	29	31
26358603	968101.0	13005.322580645154	699.4482758620687	331.9999999999999	27	29	31
21538493	20710.0	273.87096774193543	205.17241379310354	249.99999999999997	8	0	31
8287108	40374.0	838.7096774193545	749.9999999999998	422.58064516129	9	28	31
9682789	11450.0	538.7096774193548	533.1034482758622	249.99999999999997	27	29	31
21657027	34070.0	1548.3870967741946	1250.0000000000005	650.0000000000006	25	23	31
17264662	12050.0	849.9999999999995	750.0	750.0000000000005	25	29	31
23687259	30290.0	656.451612903226	502.41379310344854	249.99999999999997	14	21	31
10961184	16840.0	591.2903225806456	491.3793103448277	319.5806451612902	25	15	31
29537045	24563.0	563.5161290322585	550.7241379310345	249.99999999999997	9	18	31
39527788	10200.0	600.0000000000002	600.0	600.0000000000002	28	29	31
10433196	56782.0	319.00000000000006	319.0	319.00000000000006	0	0	0
16414821	82300.0	1033.8709677419347	967.2413793103451	743.5483870967746	8	28	22
20424253	5422308.0	47107.32258064516	20621.241379310344	18984.29032258066	15	21	25
39816003	221900.0	1627.096774193548	1715.862068965517	1890.0000000000007	25	22	0
37370899	3500.0	704.83870967742	541.3793103448276	350.0000000000001	31	29	21
14762797	212602.0	2402.483870967742	2329.9655172413804	1508.8064516129023	23	11	15
22434459	11053.0	514.2258064516129	397.58620689655174	177.74193548387086	28	29	31
23632178	13000.0	564.516129032258	500.0	600.0000000000002	16	26	31
32420036	9350.0	550.0000000000001	552.758620689655	550.0000000000001	20	29	31
39392716	3871306.0	851.1290322580642	959.758620689655	31771.35483870968	31	29	21
38772752	80450.0	870.9677419354846	701.7241379310343	650.0000000000006	27	0	0
30307822	52700.0	529.0322580645161	639.655172413793	449.99999999999966	3	13	0
28438428	6322263.0	75046.64516129035	37419.68965517245	589.0	6	18	31
15255621	12875.0	580.6451612903227	600.8620689655171	399.9999999999997	19	29	31
39391076	12780.0	435.48387096774167	505.1724137931036	366.12903225806457	9	29	31
37685958	48600.0	2496.774193548388	2399.9999999999995	1267.7419354838714	22	29	31
39276102	2950.0	807.5161290322583	661.0344827586207	430.00000000000006	31	29	31
11198203	29870.0	1029.096774193548	974.8275862068964	650.0000000000006	27	20	31
27755647	61600.0	696.7741935483874	537.9310344827584	399.9999999999997	18	1	4
38071440	9950.0	982.2580645161285	849.9999999999997	799.9999999999994	29	29	31
38982987	38570.0	278.3870967741934	209.99999999999997	210.00000000000014	2	0	0
899289	20730.0	845.161290322581	652.0689655172413	490.0000000000001	26	13	31
30021926	194000.0	2241.935483870968	1534.4827586206895	1500.000000000001	26	0	0
16063974	20100.0	774.1935483870973	696.5517241379308	499.99999999999994	22	29	31
38570354	20270.0	720.2580645161293	717.586206896552	499.99999999999994	27	29	31
27605278	6203021.0	65815.09677419353	66945.37931034486	546.0000000000002	9	8	24
30442350	4375.0	473.54838709677387	415.5172413793105	399.9999999999997	28	29	31
21075661	13023.0	401.06451612903203	418.6206896551723	308.0322580645162	8	29	31
16139808	57200.0	1706.451612903225	1603.4482758620693	899.9999999999993	17	29	31
15379378	82520.0	1912.90322580645	1688.6206896551732	989.9999999999992	5	29	31
34333888	269955.0	1799.9999999999986	1800.0000000000002	1799.9999999999986	0	0	0
29238594	30160.0	930.3225806451617	981.7241379310339	712.9032258064515	5	21	31
16400213	11590.0	675.8064516129034	739.6551724137929	422.58064516129	25	29	31
5220868	59570.0	666.1290322580651	594.8275862068963	449.99999999999955	3	15	31
