ID	TIPO	BAIRRO	PRECO (diario)	TIPO DE ALUGUEL	ANDAR	QUARTOS	AREA UTIL (m2)	AREA TOTAL (m2)
89487383	HOME	Jurerê Internacional	1600.0	DAILY	0	4	300	450
75828501	HOME	Jurerê Internacional	2500.0	DAILY	0	4	250	250
74752936	HOME		1800.0	DAILY	0	4	285	285
63852258	HOME	Jurerê Internacional	3000.0	DAILY	0	4	350	450
51176620	HOME	Jurerê Internacional	1000.0	DAILY	0	4	420	450
89988065	HOME	Jurerê Internacional	2000.0	DAILY	0	4	382	382
73846766	HOME	Jurerê Internacional	1800.0	DAILY	0	4	210	210
74498272	HOME	Jurerê Internacional	2500.0	DAILY	0	4	343	343
86163699	HOME	Jurerê Internacional	1600.0	DAILY	0	4	0	0
74900950	HOME	Jurerê Internacional	6000.0	DAILY	0	4	230	750
75259028	HOME	Jurerê Internacional	2400.0	DAILY	0	4	165	165
73655666	APARTMENT	Jurerê	1300.0	DAILY	0	4	145	145
51176626	HOME	Jurerê Internacional	2000.0	DAILY	0	4	330	330
51176637	HOME	Jurerê Internacional	1700.0	DAILY	0	4	245	518
51176578	HOME	Jurerê Internacional	2000.0	DAILY	0	4	300	450
51176792	HOME	Jurerê Internacional	1800.0	DAILY	0	4	380	450
51147853	HOME	Jurerê Internacional	3500.0	DAILY	0	4	320	450
51176667	HOME	Jurerê Internacional	1200.0	DAILY	0	4	380	450
51148050	HOME	Jurerê Internacional	8000.0	DAILY	0	4	380	450
51176748	HOME	Jurerê Internacional	1950.0	DAILY	0	4	350	450
59781190	HOME	Jurerê Internacional	1800.0	DAILY	0	4	420	450
1042690432	HOME	Jurerê Internacional	1600.0	DAILY	0	4	0	0
51176863	HOME	Jurerê Internacional	1800.0	DAILY	0	4	320	450
51147936	HOME	Jurerê Internacional	7000.0	DAILY	0	4	300	450
2447753936	HOME	Jurerê Internacional	4000.0	DAILY	2	8	500	600
2458910375	HOME	Jurerê Internacional	7000.0	DAILY	0	8	718	620
51147366	HOME	Jurerê Internacional	3500.0	DAILY	0	8	520	600
2445083419	HOME	Jurerê Internacional	3000.0	DAILY	2	7	0	0
2435252178	HOME	Jurerê Internacional	6000.0	DAILY	0	7	600	600
1040305447	HOME	Jurerê Internacional	4000.0	DAILY	0	7	650	0
2435246774	CONDOMINIUM	Jurerê Internacional	5000.0	DAILY	0	7	1200	1200
2435228578	HOME	Jurerê Internacional	6500.0	DAILY	0	7	700	700
1039636382	HOME	Jurerê Internacional	7000.0	DAILY	0	7	0	0
1040115930	HOME	Jurerê Internacional	2500.0	DAILY	0	7	500	0
2435412678	HOME	Jurerê Internacional	5500.0	DAILY	0	7	400	450
2451746332	HOME	Jurerê Internacional	3200.0	DAILY	0	7	293	450
71908155	HOME	Jurerê Internacional	6000.0	DAILY	0	7	0	0
1040305301	HOME	Jurerê Internacional	2500.0	DAILY	0	7	0	0
74757475	HOME	Jurerê Internacional	5500.0	DAILY	0	7	400	400
51176628	HOME	Jurerê Internacional	2500.0	DAILY	0	7	580	600
51176738	HOME	Jurerê Internacional	4000.0	DAILY	0	7	500	600
89652022	HOME	Jurerê Internacional	3800.0	DAILY	0	7	0	0
51147939	HOME	Jurerê Internacional	4000.0	DAILY	0	7	520	600
71461806	HOME		9500.0	DAILY	0	7	450	450
